D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_029.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_029.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_029.jpg, 0, 0, 0, 8.140731E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_133.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_133.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_133.jpg, 0, 0, 0, 8.15802E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_235.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_235.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_235.jpg, 0, 0, 0, 8.126802E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_338.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_338.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_338.jpg, 0, 0, 0, 8.141638E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_440.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_440.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_440.jpg, 0, 0, 0, 7.984608E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_541.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_541.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_541.jpg, 0, 0, 0, 7.824248E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_643.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_643.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_643.jpg, 0, 0, 0, 7.798924E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_746.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_746.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_746.jpg, 0, 0, 0, 7.891766E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_851.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_851.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_851.jpg, 0, 0, 0, 7.822214E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_52_59_955.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_52_59_955.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_52_59_955.jpg, 0, 0, 0, 7.873798E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_058.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_058.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_058.jpg, 0, 0, 0, 7.781175E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_161.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_161.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_161.jpg, 0, 0, 0, 8.194635E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_261.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_261.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_261.jpg, 0, 0, 0, 8.215032E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_362.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_362.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_362.jpg, 0, 0, 0, 8.464194E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_462.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_462.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_462.jpg, 0, 0, 0, 8.206967E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_563.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_563.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_563.jpg, 0, 0, 0, 8.427094E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_667.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_667.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_667.jpg, 0, 0, 0, 7.832587E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_769.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_769.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_769.jpg, 0, 0, 0, 7.827445E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_872.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_872.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_872.jpg, 0, 0, 0, 7.997701E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_00_975.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_00_975.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_00_975.jpg, 0, 0, 0, 7.872796E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_078.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_078.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_078.jpg, 0, 0, 0, 8.083518E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_180.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_180.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_180.jpg, 0, 0, 0, 7.839838E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_281.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_281.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_281.jpg, 0, 0, 0, 7.801635E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_382.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_382.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_382.jpg, 0, 0, 0, 7.997358E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_485.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_485.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_485.jpg, 0, 0, 0, 7.774053E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_589.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_589.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_589.jpg, 0, 0, 0, 8.323407E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_694.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_694.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_694.jpg, 0, 0, 0, 7.821608E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_798.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_798.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_798.jpg, 0, 0, 0, 7.965145E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_01_900.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_01_900.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_01_900.jpg, 0, 0, 0, 8.126506E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_02_002.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_02_002.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_02_002.jpg, 0, 0, 0, 7.808574E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_02_104.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_02_104.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_02_104.jpg, 0, 0, 0, 8.018382E-05
D:\udacity\simulator-windows-64\IMG\center_2023_04_15_11_53_02_204.jpg, D:\udacity\simulator-windows-64\IMG\left_2023_04_15_11_53_02_204.jpg, D:\udacity\simulator-windows-64\IMG\right_2023_04_15_11_53_02_204.jpg, 0, 0, 0, 8.078711E-05
